Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”,Name: “Table 1 of 1 on page 35 of 44”
,,,,,,,,,,"396-410, 416-436",,,,,
,,,,0.000,,0.000,146-00246,710,NA,"452-480, 530-540",12,,,,
,,,,,,,,,,"562-576, 580-592",,,,,
,,,,,,,,,,596-606,,,,,
,,,,0.000,,0.000,146-00279,515,NA,345-495,12,,,,
,,,,,,,,,,"349-372, 384-468",,,,,
,,,,0.000,,0.000,146-00280,715,NA,,12,,,,
,,,,,,,,,,612-642,,,,,
,,,,,,,,,,411.5-416.5,,GW0042000 =,GW0042000 =,,
,,,,,,,,,,"432-537, 575-580",,"13,390 MG/year;","13,390 MG/year;",,
,,,,0.000,,0.000,146-00312,780,NA,,12,,,,
,,,,,,,,,,"605-655, 689-704",,"1,173 MG/month 36.68","1,173 MG/month 36.68",,
,,,,,,,,,,755-770,,mgd,,32.37,
,,,,,,,,,,"442-462, 482-502",,,,,
,,,,0.000,,0.000,146-00111,562,NA,,10,,,,
,,,,,,,,,,540-560,,568.7 Mgal/Yr,568.7 Mgal/Yr,,
Smithfield Foods Incorporated - Gwaltney,Smithfield Foods Incorporated - Gwaltney,,,,,,,,,,,,,,
,,MAN,,0.000,,0.000,146-00293,510,NA,446-506,10,61.3 Mgal/Month 1.56,61.3 Mgal/Month 1.56,1.35,
(GW0042100),,,,,,,,,,,,,,,
,,,,,,,,,,"412-432, 437-477",,mgd,,,
,,,,0.000,,0.000,146-00297,518,NA,,12,,,,
,,,,,,,,,,487-502,,,,,
,,,,,,,,,,418-430,,,,,
,,,,0.000,,0.000,146-00115,540,NA,,10,,,,
,,,,,,,,,,438-498,,,,,
,,,,,,,,,,380-404,,,,,
,,,,0.000,,0.000,146-00119,480,NA,428-436,15-36,,,,
,,,,,,,,,,464-480,,893.2 Mgal/Yr,893.2 Mgal/Yr,,
Smithfield Foods Incorporated - Packing,Smithfield Foods Incorporated - Packing,,,,,,,,,,,,,,
,,MAN,,,,,,,,"334-341, 353-361",,87.35 MGal/Month 2.45,87.35 MGal/Month 2.45,0.50,
Company (GW0042200),,,,,,,,,,,,,,,
,,,,,,,,,,"376-388, 404-411",,mgd,,,
,,,,0.000,,0.000,146-00276,500,NA,,10,,,,
,,,,,,,,,,"437-451, 458-465",,,,,
,,,,,,,,,,"478-486, 492-500",,,,,
,,,,,,,,,,420-432,,,,,
,,,,0.000,,0.000,146-00296,510,NA,,10,,,,
,,,,,,,,,,448-486,,,,,
,,,,,,,,,,,,10.0 MGal/Yr,,,
Smithfield Packing Co. Inc - Ham and Products,Smithfield Packing Co. Inc - Ham and Products,,,,,,,,,,,,,,
,,MAN,,0.000,,0.000,146-00216,403,NA,na,4-6,1.2 Mgal/Month,0.03,0.02,
Division (GW0046500),,,,,,,,,,,,,,,
,,,,,,,,,,,,mgd,,,
,,,,,,,,,,,,11.7 MGal/Yr,,,
Richmond Cold Storage Incorporated,Richmond Cold Storage Incorporated,,,,,,,,,"382-412, 418-428",,,,,
,,MAN,,0.000,,0.000,146-00268,500,NA,,6,1.0 Mgal/Month,0.03,0.02,
(GW0039000),,,,,,,,,,470-490,,,,,
,,,,,,,,,,,,mgd,,,
,,,Isle of Wight Total,,,,,,,,,,,34.25,
,,,,,,,2,,,,,,,,
