Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”,Name: “Table 1 of 1 on page 18 of 56”
800.,,,,,,,,,,,,
,,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,GENERAL FUND PUBLIC SERVICE CORPORATION PROPERTY TAXES,,,,
,,,,,( % Change),,,,,,,
12%,,,,,,,,,,,,
10%,9.2%,,,,,,,,,,,
8%,,,,,,,,,,,,
,,,,,,5.8%,,,,,,
6%,,,,,,,5.3%,,,,,
4%,,2.7%,,,,,,,,,,3.0%
2%,,,,,0.9%,,,,,,,
,,,,,,,,0.2%,,,,
0%,,,,,,,,,,,,
-2%,,,,,,,,,,,,
-4%,,,,,,,,,-3.1%,-2.5%,-2.9%,
-6%,,,,,,,,,,,,
,,,-6.2%,,,,,,,,,
-8%,,,,-6.8%,,,,,,,,
,2004,2005,2006,2007,2008,2009,2010,2011,2012,Budget,Estimated,Forecast
,,,,,,FISCAL YEAR,,,,2013,2013,2014
,,,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,,,
,,,Fiscal Year,Fiscal Year,,Revenue,Change,Change,,,,
,,,,2004,,"$10,681,324",,9.2%,,,,
,,,,2005,,"$10,966,326",,2.7%,,,,
,,,,2006,,"$10,289,317",,-6.2%,,,,
,,,,2007,,"$9,590,941",,-6.8%,,,,
,,,,2008,,"$9,674,413",,0.9%,,,,
,,,,2009,,"$10,231,355",,5.8%,,,,
,,,,2010,,"$10,769,523",,5.3%,,,,
,,,,2011,,"$10,791,086",,0.2%,,,,
,,,,2012,,"$10,456,272",,-3.1%,,,,
,,,Budget 2013,Budget 2013,,"$10,190,000",,-2.5%,,,,
,,,Estimated 2013,Estimated 2013,,"$10,156,272",,-2.9%,,,,
,,,Forecast 2014,Forecast 2014,,"$10,466,000",,3.0%,,,,
FY 2013-14 Operating Budget,FY 2013-14 Operating Budget,FY 2013-14 Operating Budget,,,,52,,,,"As Amended June 11, 2013","As Amended June 11, 2013","As Amended June 11, 2013"
