Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”,Name: “Table 1 of 1 on page 33 of 56”
assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,assessment base at the time a TIF was established accrues to the General Fund.,,,
,,TAX INCREMENT FINANCE FUNDS ( % Change),TAX INCREMENT FINANCE FUNDS ( % Change),TAX INCREMENT FINANCE FUNDS ( % Change),TAX INCREMENT FINANCE FUNDS ( % Change),TAX INCREMENT FINANCE FUNDS ( % Change),,,
600%,,,,,,,,,
,496.5%,,,,,,,,
500%,,,,,,,,,
400%,,,,,,,,,
300%,,,,,,,,,
,,180.1%,,,,,,,
200%,,,,,,,,,
100%,,,59.4%,,,,,,
,,,,25.8%,8.0%,,,,19.0%
0%,,,,,,,,,
,,,,,,-10.7%,-10.7%,-14.7%,
-100%,,,,,,,,,
2005,2006,2007,2008,2009,2010,2011,2012,Budget,Forecast
,,,,,,,,2013,2014
,,,,Fiscal Year,Fiscal Year,,,,
,,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,CHESAPEAKE TAX INCREMENT FUNDS - 209 AND 212 REVENUES,,
,Fiscal Year,Fiscal Year,Greenbrier,South Norfolk,South Norfolk,Total Revenue,Change,Change,
,2005,2005,"$286,127",,$0,"$286,127",,,
,2006,2006,"$1,558,821","$147,885","$147,885","$1,706,706",496.5%,496.5%,
,2007,2007,"$2,595,019","$2,185,712","$2,185,712","$4,780,731",180.1%,180.1%,
,2008,2008,"$3,793,169","$3,827,645","$3,827,645","$7,620,814",59.4%,59.4%,
,2009,2009,"$5,004,688","$4,581,474","$4,581,474","$9,586,162",25.8%,25.8%,
,2010,2010,"$5,551,198","$4,798,023","$4,798,023","$10,349,221",8.0%,8.0%,
,2011,2011,"$4,966,913","$4,272,972","$4,272,972","$9,239,885",-10.7%,-10.7%,
,2012,2012,"$4,232,921","$4,014,652","$4,014,652","$8,247,573",-10.7%,-10.7%,
,Budget 2013,Budget 2013,"$3,680,102","$3,354,120","$3,354,120","$7,034,222",-14.7%,-14.7%,
,Forecast 2014,Forecast 2014,"$4,837,759","$3,534,645","$3,534,645","$8,372,404",19.0%,19.0%,
FY 2013-14 Operating Budget,FY 2013-14 Operating Budget,,,67,,,,"As Amended June 11, 2013","As Amended June 11, 2013"
