"identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.",,,,
,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,
,,Revenue in,Revenue in,,Revenue,Revenue,Revenue,Revenue,,Revenue
,,Current,Current,,Per,,in 2000,in 2000,,Per
Year,,Dollars,Dollars,Household,Household,Household,Dollars,Dollars,Household,Household
2000,,"$1,735,218","$1,735,218",,$404,,"$1,735,218","$1,735,218",,$404
2001,,"$1,495,673","$1,495,673",,$344,,"$1,446,492","$1,446,492",,$333
2002,,"$1,271,261","$1,271,261",,$288,,"$1,210,098","$1,210,098",,$274
2003,,"$1,367,354","$1,367,354",,$305,,"$1,271,062","$1,271,062",,$283
2004,,"$1,538,520","$1,538,520",,$339,,"$1,403,508","$1,403,508",,$310
2005,,"$1,682,524","$1,682,524",,$368,,"$1,485,842","$1,485,842",,$325
2006,,"$1,888,246","$1,888,246",,$404,,"$1,612,684","$1,612,684",,$345
2007,,"$2,210,975","$2,210,975",,$451,,"$1,842,259","$1,842,259",,$376
2008,,"$2,581,520","$2,581,520",,$545,,"$2,066,292","$2,066,292",,$436
2009,,"$2,335,554","$2,335,554",,$518,,"$1,867,549","$1,867,549",,$415
% CHANGE,% CHANGE,34.6%,34.6%,,28.5%,28.5%,,7.6%,,2.7%
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,
Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars,Personal Property Tax Revenue Per Household in 2000 Dollars
$500,,,,,,,,,,
$450,,,,,,,,,,
$400,,,,,,,,,,
$350,,,,,,,,,,
$300,,,,,,,,,,
$250,,,,,,,,,,
$200,,,,,,,,,,
$150,,,,,,,,,,
$100,,,,,,,,,,
$50,,,,,,,,,,
$0,,,,,,,,,,
,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
,,,,,A-12,,,,,
