Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”,Name: “Table 1 of 1 on page 223 of 239”
106.8%.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,A new 5% communication,A new 5% communication
"and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite"
and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead
"of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends"
to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,,,,,,
,,,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,,
,,,,Revenue in,Revenue in,Revenue,Revenue,,Revenue,,Revenue
,,,,Current,Current,,Per,,in 2000,,Per
,,Year,,Dollars,Dollars,Household,Household,,Dollars,,Household
,,2000,,"$343,158","$343,158",,$80,"$343,158","$343,158",,$80
,,2001,,"$375,179","$375,179",,$86,"$362,842","$362,842",,$83
,,2002,,"$395,630","$395,630",,$90,"$376,595","$376,595",,$85
,,2003,,"$407,006","$407,006",,$91,"$378,344","$378,344",,$84
,,2004,,"$435,253","$435,253",,$96,"$397,057","$397,057",,$88
,,2005,,"$446,435","$446,435",,$98,"$394,248","$394,248",,$86
,,2006,,"$458,238","$458,238",,$98,"$391,365","$391,365",,$84
,,2007,,"$653,112","$653,112",,$133,"$544,195","$544,195",,$111
,,2008,,"$962,735","$962,735",,$203,"$770,589","$770,589",,$163
,,2009,,"$929,900","$929,900",,$206,"$743,564","$743,564",,$165
,% CHANGE,% CHANGE,,171.0%,171.0%,158.7%,158.7%,,116.7%,,106.8%
Source:,Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.
,,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars,Local Sales Tax Revenue Per Household in 2000 Dollars
$180,$180,,,,,,,,,,
$160,$160,,,,,,,,,,
$140,$140,,,,,,,,,,
$120,$120,,,,,,,,,,
$100,$100,,,,,,,,,,
,$80,,,,,,,,,,
,$60,,,,,,,,,,
,$40,,,,,,,,,,
,$20,,,,,,,,,,
,$0,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
,,,,,,,A-13,,,,
