Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”,Name: “Table 1 of 1 on page 145 of 239”
There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total,There is a legal limit for cities in Virginia whereby the amount of bonded long-term debt cannot exceed 10% of the City's total
assessed value of real estate.,"The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as","The computation of the margin for additional borrowing, based on estimated assessed values as"
of 7/1/2010 is shown below.,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,A further discussion of the City's debt service can be found in the Appendix section of this,
document.,,,,,,,,,,,,,
Estimated Assessed Value of Real Estate as of 7/1/2010,Estimated Assessed Value of Real Estate as of 7/1/2010,Estimated Assessed Value of Real Estate as of 7/1/2010,Estimated Assessed Value of Real Estate as of 7/1/2010,Estimated Assessed Value of Real Estate as of 7/1/2010,,,,,,,,,
General,,,,,,,"$1,707,150,000","$1,707,150,000",,,,,
Public Service Corporation,,,,,,,,"17,300,000",,,,,
Total,,,,,,,"$1,724,450,000","$1,724,450,000",,,,,
Total Bonding Limit (10% of total assessed value),Total Bonding Limit (10% of total assessed value),Total Bonding Limit (10% of total assessed value),Total Bonding Limit (10% of total assessed value),Total Bonding Limit (10% of total assessed value),,,,"$172,445,000",,,,,
"General Obligation Bonds, other than","General Obligation Bonds, other than","General Obligation Bonds, other than",,,"$28,689,878","$28,689,878",,,,,,,
those authorized for a specific revenue,those authorized for a specific revenue,those authorized for a specific revenue,,,,,,,,,,,
producing project,,,,,,,,,,,,,
State Literary Fund Loans,,,,,,"2,361,820",,,,,,,
Capital Leases,,,,,,"316,180",,,,,,,
Sewer Bonds,,,,,,"9,870,072",,,,,,,
Net Bonded indebtedness subject to limit,Net Bonded indebtedness subject to limit,Net Bonded indebtedness subject to limit,,,,,,"$41,237,950",,,,,
Bonded indebtedness as percent of,Bonded indebtedness as percent of,Bonded indebtedness as percent of,,,,,,,,,,,
assessed value of real estate,,,,,,,,2.42%,,,,,
Margin for Additional Borrowing,Margin for Additional Borrowing,,,,,,,"$131,207,050",,,,,
,,,,,,101,,,,,,,
