Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”
2027,"5,275,000","1,548,650","6,823,650","2,190,000","2,190,000",,"51,284,941","11,241,522","62,526,462"
2028,"4,840,000","1,287,175","6,127,175","2,190,000","2,190,000",,"42,506,981","9,227,770","51,734,751"
2029,"5,100,000","1,032,375","6,132,375","2,190,000","2,190,000",,"33,480,000","7,366,905","40,846,905"
2030,"5,195,000","763,850","5,958,850","1,765,000","1,765,000",,"28,300,000","6,054,111","34,354,111"
2031,"5,480,000","485,000","5,965,000","1,340,000","1,340,000",,"28,640,000","4,890,165","33,530,165"
2032,"945,000","190,825","1,135,825","965,000","965,000",,"13,590,000","3,664,151","17,254,151"
2033,"990,000","146,425","1,136,425","465,000","465,000",,"34,795,000","2,990,696","37,785,696"
2034,"1,035,000","99,900","1,134,900","232,500","232,500",,"10,062,500","2,503,169","12,565,669"
2035,"1,090,000","51,250","1,141,250",-,-,,"10,250,000","2,026,456","12,276,456"
2036,-,-,-,-,-,,"9,555,000","1,532,050","11,087,050"
2037,-,-,-,-,-,,"8,525,000","1,105,162","9,630,162"
2038,-,-,-,-,-,,"8,875,000","697,404","9,572,404"
2039,-,-,-,-,-,,"7,130,000","363,456","7,493,456"
2040,-,-,-,-,-,,"2,555,000","150,850","2,705,850"
2041,-,-,-,-,-,,"2,660,000","49,875","2,709,875"
,"84,820,000","52,437,713","137,257,713","42,525,000",-,"42,525,000","1,336,363,666","547,672,673","1,884,036,340"
(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to,(1) Includes the Series 2012 General Obligation Capital Improvement and Refunding Bonds anticipated to be issued prior to
"June 30, 2012. Debt service figures will change once the issuance is complete.","June 30, 2012. Debt service figures will change once the issuance is complete.","June 30, 2012. Debt service figures will change once the issuance is complete.","June 30, 2012. Debt service figures will change once the issuance is complete.","June 30, 2012. Debt service figures will change once the issuance is complete.","June 30, 2012. Debt service figures will change once the issuance is complete.",,,,
"(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and","(2) Figures exclude debt service due on the City’s $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and"
2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer,2011B. The City currently expects to better match the useful life of the assets financed by refinancing the principal over a longer
"period prior to the January 1, 2014.","period prior to the January 1, 2014.","period prior to the January 1, 2014.",,,,,,,
62,Yearly Maturity of Long-Term Debt,Yearly Maturity of Long-Term Debt,Yearly Maturity of Long-Term Debt,,,,,,
