Carrisbrooke Water Syst.-upgrade,$,"360,000",,,,,,,,,,,,-
Windsor Blvd Water Ext.,,-,,,,"315,000",,"1,705,000",,,,,,"2,020,000"
Regional Consent Order (SSO),,"150,000",,"100,000",,,,,,,,,,"100,000"
Sewer Station Vac Truck,,,,,,"300,000",,,,,,,,"300,000"
Sewer Force Main / CSX,,"400,000",,,,,,,,,,,,-
Rt 58 Water/Sewer Extension,,"3,000,000",,,,,,,,,,,,-
Obrey Upgrades,,,,,,"30,000",,"300,000",,,,,,"330,000"
Bethel Heights Upgrades,,,,"250,000",,,,,,,,,,"250,000"
Zuni Pump Station Replacement,,-,,,,"150,000",,"450,000",,-,,-,,"600,000"
Rt. 10 / Beechwood Lane Upgrade,,,,,,"30,000",,"200,000",,,,,,"230,000"
Harvest Drive Waterline Replacement,,,,,,"300,000",,,,,,,,"300,000"
Rt 460 Storage/Pump Station,,-,,,,"250,000",,"400,000",,"3,000,000",,-,,"3,650,000"
Western Tidewater Water Authority:,,,,,,,,,,,,,,
Future Water Source,,"2,555,295",,"2,440,880",,"2,865,631",,"3,467,121",,"4,189,726",,"5,000,972",,"17,964,330"
Western Branch Pump Station,,,,"25,000",,"25,000",,-,,"250,000",,"125,000",,"425,000"
Western Branch Pipeline,,,,"187,500",,"187,500",,-,,"1,760,000",,"870,000",,"3,005,000"
Well Mitigation,,-,,"550,000",,-,,-,,-,,-,,"550,000"
TOTAL:,$,"6,465,295",$,"3,553,380",$,"4,453,131",$,"6,522,121",$,"9,199,726",$,"5,995,972","$ 29,724,330","$ 29,724,330"
Revenue Sources:,,,,,,,,,,,,,,
Operating Revenues,$,-,$,-,$,-,$,-,$,-,$,-,$,-
Fund Balance/Reserves,,-,,,,-,,-,,-,,-,,-
Bonded / Note Indebtedness,,"6,465,295",,"3,553,380",,"4,453,131",,"6,522,121",,"9,199,726",,"5,995,972",,"29,724,330"
Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-
TOTAL:,$,"6,465,295",$,"3,553,380",$,"4,453,131",$,"6,522,121",$,"9,199,726",$,"5,995,972","$ 29,724,330","$ 29,724,330"
Comments / Notes:,,,,,,,,,,,,,,
Western Tidewater Water Authority,,,,,,,,,,,,,,
Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,Amounts requested represent Isle of Wight's share of costs incurred by the Western Tidewater Water Authority on behalf of IOW.,,
,,,,,,,,,,,,,,11
4/3/2009,,,,,,,,,,,,,,
