Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”,Name: “Table 1 of 1 on page 9 of 22”
Development,$,"445,000",,,,,,,,,,,,,$,-
Nike Park:,,,,,,,,,,,,,,,,-
Softball Field w/ Lights,,,,,,"375,000",,,,,,,,,,"375,000"
Recreation Center,,,,,,,,"400,000",,"6,000,000",,,,,,"6,400,000"
Nike Park Restroom (New),,,,,,"85,000",,,,,,,,,,"85,000"
Nike Park Picnic Shelters,,,,,,,,,,,,"80,000",,,,"80,000"
Fort Huger:,$,"860,700",,,,,,,,,,,,,,-
Shot Furnace,,,,,,,,"20,000",,,,,,,,"20,000"
Shell House,,,,,,,,,,,,"40,000",,,,"40,000"
Heritage Park:,,,,,,,,,,,,,,,,-
Restroom,,,,,,"85,000",,,,,,,,,,"85,000"
Concessions Building,,,,,,,,"325,000",,,,,,,,"325,000"
Picnic Shelter/Playground,,,,,,,,-,,"410,000",,,,,,"410,000"
Fairgrounds,,"2,700,000",,,,,,,,,,,,,,
Tyler's Beach,,,,,,,,,,,,,,,,-
Bulkhead Replacement,,,,,,,,,,,,"300,000",,,,"300,000"
County Trails Development,,"100,000",,,,-,,"450,000",,"450,000",,"450,000",,"450,000",,"1,800,000"
Old Jail Renovation (interior),,"70,000",,,,,,,,,,,,,,
Fort Boykins,,"674,115",,,,,,,,,,,,,,
Reel Mower,,-,,-,,"40,000",,-,,-,,-,,-,,"40,000"
TOTAL:,"$ 4,849,815","$ 4,849,815",$,-,$,"585,000","$ 1,195,000","$ 1,195,000","$ 6,860,000","$ 6,860,000",$,"870,000",$,"450,000",$,"9,960,000"
Revenue Sources:,,,,,,,,,,,,,,,,
Operating Revenues,"$ 2,289,115","$ 2,289,115",,,$,"40,000",$,"20,000",$,"90,000",$,"90,000",$,"90,000",$,"330,000"
Fund Balance/Reserves,,,,,,-,,-,,-,,-,,-,,-
Bonded / Note Indebtedness,,"2,700,000",,,,"545,000",,"815,000",,"6,410,000",,"420,000",,-,,"8,190,000"
Grants / Donations / Other,,-,,-,,-,,"360,000",,"360,000",,"360,000",,"360,000",,"1,440,000"
TOTAL:,"$ 4,989,115","$ 4,989,115",$,-,$,"585,000","$ 1,195,000","$ 1,195,000","$ 6,860,000","$ 6,860,000",$,"870,000",$,"450,000",$,"9,960,000"
County Trails Development:,,,,,,,,,,,,,,,,
Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Bike & Pedestrian Master Plan provided a cost estimate of $4.5 million over 5 years.,Funding source is grants with a 20% match.,Funding source is grants with a 20% match.,Funding source is grants with a 20% match.,Funding source is grants with a 20% match.,Funding source is grants with a 20% match.,Funding source is grants with a 20% match.,,
,,,,,,,,,,,,,,,,7
4/3/2009,,,,,,,,,,,,,,,,
